id,# of genres,# of production companies,production countries,number of production countries,Oversea Status,release year,release quarter,# of keywords,# of cast,gender distribution for cast,actor name,# of crew,gender distribution for crew,budget,homepage,imdbid,popularity,runtime,tagline
7324,3,2,['US'],1,0,16,2,22,25,"[(14, 3, 8)]","AntonYelchin,ImogenPoots,AliaShawkat,JoeCole,CallumTurner,MarkWebber,EricEdelstein,MaconBlair,KaiLennox,PatrickStewart,DavidW,MichaelDraper,AndyCopeland,BrentWerzner,LjKlink,KaseyBrown,TaylorTunes,JakeLove,KyleLove,OctoberMoore,JosephBert,JacobKasch,SamuelSummer,MasonKnight,ColtonRuscheinsky",54,"[(48, 3, 3)]",5000000,http://greenroom-movie.com/,tt4062536,8.4702,95,One way in. No way out.
7325,4,6,['US'],1,0,13,1,13,20,"[(0, 2, 18)]","DwayneJohnson,D,AdriannePalicki,BruceWillis,RayPark,ChanningTatum,LeeByunghun,RayStevenson,LukeBracey,JonathanPryce,RZA,ArnoldVosloo,JoeChrest,DeRayDavis,RaviNaidu,TerryDaleParks,GrantGoodman,ChipCarriere,JosephMazzello",28,"[(5, 2, 21)]",130000000,http://www.gijoemovie.com,tt1583421,10.560608,110,
7326,2,2,['US'],1,1,95,2,25,17,"[(5, 3, 9)]","BruceWillis,JeremyIrons,SamuelL,GrahamGreene,ColleenCamp,LarryBryggman,AnthonyPeck,NicholasWyman,SamPhillips,KevinChamberlin,SharonWashington,StephenPearlman,MichaelAlexanderJackson,AldisHodge,MischaHausserman,MichaelCristofer,TonyHalme",49,"[(28, 1, 20)]",90000000,,tt0112864,15.138855,128,Think fast. Look alive. Die hard.
7327,1,4,['US'],1,1,16,2,4,23,"[(15, 0, 8)]","KevindePaula,LeonardoLimaCarvalho,SeuJorge,MiltonGon,SethMichaels,Andr,MarianaNunes,PhilMiler,RafaelHenriques,FelipeSimas,AdrianoAragon,MarianaBalsa,EricBellJr,DiegoBoneta,JonCotterill,ViviDevereaux,GarciaJ,ColmMeaney,IvanOrlic,RodrigoSantoro,Pel,FernandoCaruso",18,"[(4, 4, 10)]",0,,tt0995868,6.979073,107,A boy with nothing who changed everything.
7328,2,2,"['FR', 'US']",2,0,89,4,1,14,"[(2, 6, 6)]","ColinFirth,AnnetteBening,MegTilly,FairuzaBalk,Si,JeffreyJones,HenryThomas,FabiaDrake,T,IslaBlair,IanMcNeice,AletaMitchell,RonaldLacey,VincentSchiavelli",14,"[(5, 1, 8)]",33000000,,tt0098575,8.40852,137,
7329,1,1,['US'],1,0,06,2,3,20,"[(0, 7, 13)]","AnnaFaris,ReginaHall,CraigBierko,BillPullman,AnthonyAnderson,LeslieNielsen,CarmenElectra,DeRayDavis,MichaelMadsen,AlexBruhanski,MollyShannon,ClorisLeachman,KevinHart,BeauMirchoff,CrystalLowe,AndrewMcNee,PhilMcGraw,ClorisLeachman,CharlieSheen",10,"[(1, 0, 9)]",45000000,,tt0362120,13.096692,83,Bury the grudge. Burn the village.  See the saw.
7330,3,2,['US'],1,0,12,3,10,17,"[(1, 3, 13)]","SylvesterStallone,JasonStatham,DolphLundgren,BruceWillis,ArnoldSchwarzenegger,JeanClaudeVanDamme,ChuckNorris,ScottAdkins,LiamHemsworth,JetLi,RandyCouture,TerryCrews,CharismaCarpenter,NikoletteNoel,NanYu,AmandaOoms,GeorgeZlatarev",106,"[(66, 7, 33)]",100000000,http://theexpendables2film.com/,tt1764651,14.881566,103,Back for War.
7331,5,1,['US'],1,0,90,2,6,25,"[(1, 7, 17)]","WarrenBeatty,AlPacino,Madonna,CharlieKorsmo,GlenneHeadly,DustinHoffman,JamesCaan,WilliamForsythe,SeymourCassel,DickVanDyke,KathyBates,PaulSorvino,CharlesDurning,MandyPatinkin,JuneForay,DavidL,CharlesFleischer,FredNewman,TaraStrong,HenrySilva,R,MaryWoronov,E,TomSignorelli",9,"[(1, 0, 8)]",47000000,,tt0099422,8.304776,103,Their turf. Their game. Their rules. They didn't count on HIS law...
7332,4,2,['US'],1,0,90,3,5,22,"[(2, 4, 16)]","HarrisonFord,BrianDennehy,Ra,BonnieBedelia,PaulWinfield,GretaScacchi,JohnSpencer,JoeGrifasi,TomMardirosian,AnnaMariaHorsford,SabShimono,BradleyWhitford,ChristineEstabrook,MichaelTolan,MadisonArnold,JosephMazzello,TuckerSmallwood,PeterAppel,JosephCarberry,BillWinkler,EdWheeler,JeffreyWright",15,"[(4, 1, 10)]",22000000,,tt0100404,7.025657,127,
7333,2,6,"['DE', 'US']",2,0,03,4,4,75,"[(31, 31, 13)]","JackBlack,JoanCusack,MikeWhite,SarahSilverman,AdamPascal,LucasPapaelias,ChrisStack,JoeyGaydosJr,LucasBabin,JordanClaireGreen,VeronicaAfflerbach,MirandaCosgrove,KevinAlexanderClark,RobertTsai,MaryamHassan,AngeloMassagli,CaitlinHale,ColeHawkins,BrianFalduto,JamesHosey,AleishaAllen,ZacharyInfante,RebeccaBrown,JaclynNeidenthal,SuzzanneDouglas,EronOtcasek,CarlosVelazquez,KimberlyGrigsby,LeeWilkof,KateMcGregorStewart,WallyDunn,TimHopper,MichaelDominguezRudolph,CrashCortez,NickyKatt,JohnHighsmith,HeatherGoldenhersh,Timothy,ScottGraham,SharonWashington,KimBrockington,MartyMurphy,KathleenMcNenny,JoannaAdler,RobertLin,BarryShurchin,MacIntyreDixon,AmySedaris,MaryFortune,MandySiegfried,ElisaPugliese,CarlosJ,ChrisLine,KyleMeaney,FrankWhaley,LaurenAdler,KellyAnneBurns,LeanneCabrera,CatherineA,CedricCannon,MikeClemente,AnivileDaniel,JaneDeNoble,RileyG,JadaMontemarano,MateoMoreno,LianMoy,KarenNazarov,ScottRoss,CaileighScott,JohnnySullivan,JamieVergan,JoeWachowski",21,"[(3, 10, 8)]",35000000,http://www.schoolofrockmovie.com/,tt0332379,17.95142,108,He just landed the gig of his life: 5th grade.
7334,1,5,['US'],1,0,09,3,11,11,"[(9, 2, 0)]","JoeChisholm,MandyRaeCruikshank,CharlesHambleton,SimonHutchins,KirkKrack,IsabelLucas,HaydenPanettiere,RogerPayne,JohnPotter,LouiePsihoyos",23,"[(14, 0, 9)]",0,http://www.thecovemovie.com/,tt1313104,12.492389,92,Shallow Water. Deep Secret.
7335,2,1,['US'],1,0,88,4,8,21,"[(5, 4, 12)]","LeslieNielsen,PriscillaPresley,RicardoMontalban,GeorgeKennedy,O,SusanBeaubian,NancyMarchand,RayeBirk,JeannetteCharles,EdWilliams,TinyRonTaylor,TomDugan,JoyceBrothers,LawrenceTierney,ReggieJackson,DickEnberg,MelAllen,DickVitale,JesseVentura,JohnHouseman",12,"[(1, 0, 11)]",12000000,,tt0095705,15.698222,85,The Villain. Even Mother Teresa wanted him dead.
7336,3,4,['US'],1,0,17,3,7,16,"[(9, 4, 3)]","CaseyAffleck,RooneyMara,WillOldham,LizFranke,SoniaAcevedo,CarlosBermudez,YasminaGutierrez,BreaGrant,AugustineFrizzell,DavidLowery,KeshaRoseSebert,RobZabrecky,GroverCoulson,KenneishaThompson,McColmSephasJr,BarlowJacobs",12,"[(5, 3, 4)]",100000,https://a24films.com/films/a-ghost-story,tt6265828,24.339781,92,It's all about time
7337,3,3,"['JP', 'US']",2,0,93,4,5,15,"[(3, 3, 9)]","EmilioEstevez,CubaGoodingJr,DenisLeary,JeremyPiven,PeterGreene,MichaelDeLorenzo,Everlast,MichaelWiseman,ReliouesWebb,EugeneWilliams,ChristineHarnos,GalynG,AngelaAlvarado,StephenDorff,WillZahrn",16,"[(5, 2, 9)]",0,,tt0107286,5.538671,110,Don't move. Don't whisper. Don't even breathe.
7338,4,1,['US'],1,1,91,3,3,17,"[(2, 2, 13)]","ChristianSlater,CostasMandylor,RichardGrieco,PatrickDempsey,LaraFlynnBoyle,MichaelGambon,AnthonyQuinn,ChrisPenn,F,SeymourCassel,AndyRomano,BiancaRossini,AntoNolan,JoeViterelli,RodneyEastman,KarenRussell",25,"[(13, 4, 8)]",23000000,,tt0102460,12.511561,104,They didn't take orders...They took over.
7339,3,4,['US'],1,1,13,1,6,29,"[(8, 12, 9)]","JudeLaw,RooneyMara,CatherineZetaJones,ChanningTatum,VinessaShaw,AnnDowd,PollyDraper,DavidCostabile,MamieGummer,AndreaBogart,VladimiVersailles,MichelleVergaraMoore,MitchellMichaeliszyn,RussellG,SashaBardey,J,VictorCruz,CarmenPelaez,MarinIreland,JamesMartinez,JacquelineAntaramian,ElizabethRodriguez,PeterFriedman,MichaelNathanson,TimothyKlein,SheilaTapia,DevinRatray,DaveniaMcFadden,LailaRobins",15,"[(2, 3, 10)]",30000000,http://www.sideeffectsmayvary.com/,tt2053463,11.645847,106,One pill can change your life.
7340,3,1,['IN'],1,1,07,4,4,18,"[(5, 3, 10)]","MadhuriDixit,KonkonaSenSharma,KunalKapoor,AkshayeKhanna,DivyaDutta,IrrfanKhan,RanvirShorey,JugalHansraj,Dalai,VinayPathak,AkhilendraMishra,YashpalSharma,NawazuddinSiddiqui,UttaraBaokar,SushmitaMukherjee,DarshanJariwala,RaghuvirYadav",8,"[(8, 0, 0)]",0,,tt0986213,5.097788,146,She's Back!
7341,1,1,['NA'],0,0,96,4,3,1,"[(0, 0, 1)]",WarrenMiller,0,"[(0, 0, 0)]",0,,tt0117677,0.001223,96,Man Wasn't Meant To Fly... Until Now!
7342,4,5,"['AU', 'US']",2,1,01,4,9,14,"[(2, 2, 10)]","DenzelWashington,EthanHawke,ScottGlenn,TomBerenger,HarrisYulin,CliffCurtis,SnoopDogg,Dr,EvaMendes,NickChinlund,JaimeOsorioG,CharlotteAyanna,KyjelN,RaymondCruz",20,"[(4, 6, 10)]",45000000,,tt0139654,13.664622,122,"The only thing more dangerous than the line being crossed, is the cop who will cross it."
7343,1,3,['US'],1,0,15,3,1,12,"[(7, 1, 4)]","PriscillaC,T,KarenAbercrombie,BethMoore,MichaelJr,JadinHarris,TenaeDowning,AlenaPitts,AlexKendrick,DaveBlamy,ThomasFord,TerrenceEvans",6,"[(2, 0, 4)]",3000000,http://warroomthemovie.com/,tt3832914,5.384163,120,Prayer is a Powerful Weapon
7344,2,1,['SE'],1,0,88,1,8,6,"[(4, 1, 1)]","Bj,GinoSamil,JohanUlveson,MagnusNilsson,StefanSauk,GunnelFred",3,"[(3, 0, 0)]",0,,tt0096184,1.385902,101,An action movie with Björn Skifs made by Jonas Frick
7345,2,2,['US'],1,0,94,3,7,9,"[(0, 2, 7)]","MelanieGriffith,EdHarris,MichaelPatrickCarter,MalcolmMcDowell,AnneHeche,CaseySiemaszko,PhilipBosco,AdamLaVorgna,BrianChristopher",9,"[(1, 2, 6)]",0,,tt0110516,3.770115,108,You can't get enough of a good thing... But first you have to find it.
7346,2,1,['US'],1,0,86,4,2,14,"[(5, 2, 7)]","JeffBridges,LindaHamilton,BrianKerwin,JohnAshton,PeterMichaelGoetz,PeterElliott,FrankMaraden,GeorgeAntoni,RobinCahall,JimmieRayWeeks,MichaelForest,MarcClement,JimGrimshaw,JessicaLange",46,"[(28, 1, 17)]",10000000,,tt0091344,2.663294,105,America's biggest hero is back... and he is not happy.
7347,3,1,['GB'],1,1,65,2,13,25,"[(1, 5, 19)]","StuartWhitman,SarahMiles,JamesFox,AlbertoSordi,RobertMorley,GertFr,JeanPierreCassel,EricSykes,RedSkelton,TerryThomas,FloraRobson,KarlMichaelVogler,SamWanamaker,MauriceDenham,GordonJackson,JohnLeMesurier,JamesRobertsonJustice,FerdyMayne,BennyHill,MillicentMartin,TonyHancock,Y,VernonDobtcheff,ZenaMarshall,IrinaDemick",10,"[(4, 1, 5)]",5600000,,tt0059797,5.191425,138,or How I Flew from London to Paris in 25 hours 11 minutes
7348,1,1,['US'],1,0,14,3,2,7,"[(1, 2, 4)]","MichaelDouglas,JeremyIrvine,HannaManganLawrence,RonnyCox,MartinPalmer,PatriciaBethune,DavidGarver",48,"[(37, 3, 8)]",0,,tt2911668,10.072918,95,
7349,5,3,['US'],1,0,01,1,6,13,"[(0, 1, 12)]","KurtRussell,KevinCostner,CourteneyCox,ChristianSlater,KevinPollak,DavidArquette,JonLovitz,HowieLong,ThomasHadenChurch,BokeemWoodbine,IceT,LouisLombardi,MichaelKopsa",15,"[(2, 0, 13)]",62000000,,tt0233142,4.76448,125,Crime Is King.
7350,3,1,['US'],1,0,09,1,6,34,"[(10, 9, 15)]","JimCarrey,EwanMcGregor,LeslieMann,RodrigoSantoro,BrennanBrown,NicholasAlexander,TonyBentley,MichaelBeasley,SeanBoyd,MarcusLyleBrown,AnaVillafa,AntoniCarone,AnnieGolden,MarylouiseBurke,DavidJensen,DameonClarke,ClayChamberlin,LouisHerthum,MorganaShaw,JoeChrest,GriffFurst,DeVereJehl,MichaelShowers,Beth,LadsonDeyne,KennonKepper,AndrewSensenig,DavidStanford,MaureenBrennan,MiriamCruz,TommyDavis,GeraldineGlenn,LiannPattison,KathrinMiddleton",22,"[(13, 1, 8)]",13000000,,tt1045772,5.773752,98,The Conman who wouldn't go straight.
7351,2,2,['US'],1,0,08,4,12,45,"[(16, 24, 5)]","MerylStreep,PhilipSeymourHoffman,AmyAdams,ViolaDavis,AliceDrummond,AudrieNeenan,SusanBlommaert,CarriePreston,JohnCostelloe,LloydClayBrown,JosephFoster,MikeRoukis,FrankShanley,FrankDolce,PaulieLitt,MatthewMarvin,BridgetMeganClark,MollyChiffer,LydiaJordan,SuzanneHevner,HelenStenborg,TomToner,MichaelPuzzo,MargeryBeddow,MarylouiseBurke,AlannahIacovano,ValdaSetterfield,GerardAdimando,GeorgeAloi,JamesP,JackieBrown,JonathanCastillo,JenniferLaurenDiBella,SethDonavan,AmandaFlorian,BriannaLeannFlorian,TiffanyAshleyFlorian,BrianHopson,EvanLewis,BernadetteLords,JennyPaul,RobertShulman,FeliciaTassone,StephVanVlack",26,"[(5, 11, 10)]",20000000,,tt0918927,9.278263,104,"There is no evidence. There are no witnesses. But for one, there is no doubt."
7352,2,3,['GB'],1,0,09,2,8,4,"[(4, 0, 0)]","HabibAmiri,SetaraHussainzada,RafiNaabzada,LimaSahar",1,"[(0, 1, 0)]",0,http://www.afghanstardocumentary.com/,tt1334510,0.476791,87,
7353,2,2,['US'],1,0,81,3,9,16,"[(6, 2, 8)]","JohnBelushi,BlairBrown,AllenGarfield,CarlinGlynn,TonyGanios,ValAvery,LiamRussell,EverettSmith,BillHenderson,BruceJarchow,EddieSchwartz,HaroldHolmes,ElizabethYoung,RonDean,FrankieHill,MikeBacarella",19,"[(6, 2, 11)]",0,,tt0082200,2.931013,103,When they met they heard bells. And that was just round one.
7354,4,5,['PH'],1,1,11,3,2,20,"[(16, 2, 2)]","MartinEscudero,LaurenYoung,KerbieZamora,RoderickPaulate,JanicedeBelen,EugeneDomingo,JohnRegala,MarianRivera,MailesKanapi,NarCabico,DanielFernando,LeandroBaldemor,OdetteKhan,NiccoManalo,DanielMedrana,WardLuarca,BayaniAgbayani,JessEvardone,EmmanuelDelaCruz,SunshineTeodoro",3,"[(3, 0, 0)]",22361,http://www.zombadings.com/index/,tt1810861,0.673247,96,
7355,1,6,"['CA', 'US']",2,0,07,3,12,25,"[(5, 13, 7)]","DaneCook,JessicaAlba,DanFogler,ElliaEnglish,LonnyRoss,ChelanSimmons,MackenzieMowat,SashaPieterse,CarolineFord,ChiaraZanni,BenjaminAyres,CarrieFleming,CrystalLowe,TavaSmiley,AnnieWood,KariAnnWood,VictoriaBidewell,JodelleFerland,MichelleHarrison,SteveBacic,GeorgiaCraig,HeatherDoerksen,MichaelTeigen,MichelleAndrew,LiamJames",24,"[(7, 7, 10)]",25000000,http://www.goodluckchuckthemovie.com/,tt0452625,7.456047,101,He has to break his curse before she breaks his heart.
7356,3,2,['US'],1,0,90,4,4,16,"[(1, 4, 11)]","TimRobbins,ElizabethPe,DannyAiello,MattCraven,PruittTaylorVince,JasonAlexander,PatriciaKalember,EriqLaSalle,VingRhames,BrianTarantina,BrentHinkley,S,SuzanneShepherd,DougBarron,AnthonyAlessandro,MacaulayCulkin",8,"[(1, 0, 7)]",25000000,,tt0099871,8.176863,113,The most frightening thing about Jacob Singer's nightmare is that he isn't dreaming.
7357,6,2,['IN'],1,0,10,2,15,7,"[(2, 2, 3)]","AbhishekBachchan,AishwaryaRaiBachchan,Govinda,Vikram,RaviKishan,Priyamani,NikhilDwivedi",20,"[(11, 1, 8)]",4500000,,tt1334470,1.160169,138,"Not just a story, a world."
7358,4,2,['US'],1,0,71,3,6,18,"[(4, 2, 12)]","RichardRoundtree,MosesGunn,CharlesCioffi,ChristopherSt,GwennMitchell,LawrencePressman,VictorArnold,SherriBrewer,RexRobbins,CamilleYarbrough,MargaretWarncke,JosephLeon,ArnoldJohnson,DominicBarto,GeorgeStrus,TonyKing,AntonioFargas,EddieBarth",15,"[(4, 1, 10)]",4000000,,tt0067741,3.73688,100,The mob wanted Harlem back. They got shaft...up to here.
7359,2,4,['US'],1,1,15,2,4,13,"[(3, 6, 4)]","SamRockwell,RosemarieDeWitt,SaxonSharbino,KyleCatlett,KennediClements,JaredHarris,NicholasBraun,JaneAdams,SusanHeyward,KarenIvany,PatrickGarrow,SomaBhatia,L",63,"[(47, 4, 12)]",35000000,,tt1029360,15.968492,93,They're Here. And They Know What Scares You.
7360,2,2,['US'],1,0,88,4,5,11,"[(0, 4, 7)]","DanAykroyd,KimBasinger,JonLovitz,AlysonHannigan,SethGreen,HarryShearer,JulietteLewis,AnnPrentiss,TonyJay,JosephMaher,WesleyMann",12,"[(2, 1, 9)]",20000000,,tt0095687,6.493525,108,Man's closest encounter.
7361,3,2,['JM'],1,0,99,3,2,47,"[(40, 1, 6)]","PaulCampbell,MarkDanvers,CarlBradshaw,AudreyReid,AngieFielder,LenfordSalmon,DesmondBallentine,ElephantMan,WinsomeWilson,JohnJones,KathyOwen,NatalieThompson,LillianFoster,CliveAnderson,LloydReckord,RobbieShakespeare,OnandiLowe,Buccaneer,JuniorFrazer,OwenWilliams,GlenCampbell,AmeliaSewell,Andr,DanielEllis,WinstonRowe,DeanKhouri,RicardoBarrett,NahtashaBudhi,OmarrFogo,SimonHemmings,AngelaHunigan,MarlonKing,TesahLinton,CalvinMitchell,GlenvilleMurphy",4,"[(3, 1, 0)]",0,,tt0179063,0.003626,98,
7362,1,4,['US'],1,0,07,3,21,44,"[(24, 1, 19)]","RussellCrowe,ChristianBale,LoganLerman,DallasRoberts,PeterFonda,GretchenMol,BenFoster,AlanTudyk,VinessaShaw,LennieLoftin,RioAlexander,PatRicotti,ShawnHowell,JohnnyWhitworth,KevinDurand,RamonFrank,DeryleJ,BrianDuffy,JasonRodriguez,ChrisBrowning,ChadBrummett,ForrestFyre,LukeWilson,BenjaminPetry,ArronShiver,SeanHennigan,GirardSwan,ChristopherBerry,DavidOliver,JasonHenning,BarbaraBartleson,JamesBlackburn,BrianBrown,TrevorCoppola,HarpCorrigan,HughElliot,DarrenGibson,KCKing,MelindaKramer,BrentLambert,BillyLockwood,J,ArtUsher",94,"[(63, 13, 18)]",55000000,http://www.310toyumathefilm.com/,tt0381849,18.079094,122,Time waits for one man.
7363,3,1,"['GB', 'US']",2,0,12,4,12,24,"[(10, 6, 8)]","DanielCraig,JudiDench,JavierBardem,RalphFiennes,NaomieHarris,B,AlbertFinney,BenWhishaw,RoryKinnear,OlaRapace,HelenMcCrory,NicholasWoodeson,BillBuckhurst,ElizeduToit,IanBonar,ToniaSotiropoulou,WolfBlitzer,JensHult,JoCameronBrown,PeterBasham,BenLoydHolmes,OrionLee,YennisCheung",30,"[(8, 6, 16)]",200000000,http://www.skyfall-movie.com,tt1074638,20.309585,143,Think on your sins.
7364,1,2,['FR'],1,0,97,1,0,23,"[(10, 2, 11)]","CaroleBouquet,DanielAuteuil,PatriceCh,JeanRogerMilo,EricBoucher,BernardVerley,PascalGreggory,HansWypr,AndrzejSeweryn,JeanClaudeBourbault,RolandAmstutz,JeanClaudeGrumberg,Dani,JeanMartin,MariePillet,MaximeHenry,JeanLouisRichard,Gr,OlgaGrumberg,HubertSaintMacary,YvesNeff,JacquesBonnaff,HeinoFerch",3,"[(1, 0, 2)]",0,,tt0119586,1.122218,115,
7365,2,2,['US'],1,0,08,3,10,38,"[(5, 7, 26)]","SethRogen,JamesFranco,DannyMcBride,GaryCole,RosiePerez,AmberHeard,AdamCrosby,DanaLee,BrianScannell,CraigRobinson,EdBegleyJr,NoraDunn,JoeLoTruglio,ArthurNapiontek,CleoKing,BillHader,JamesRemar,KenJeong,BobbyLee,ConnieSawyer,DavidMcDivitt,MaeLaBorde,JohnRobertTramutola,AndrewHeald,JeannettaArnette,JonathanSpencer,HowardS,RobertLongstreet,KendallCarlyBrowne,OmarLeyva,SamCarson,JackKehler,PeterLewis,SteveBannos,EddieRouse,BrianScannell,TroyGentile,JourdanLee",32,"[(9, 3, 20)]",27000000,http://www.sonypictures.com/movies/pineappleexpress/,tt0910936,8.461369,111,Put this in your pipe and smoke it.
7366,6,1,['US'],1,0,06,3,5,20,"[(5, 3, 12)]","StevenStrait,LauraRamsey,JessicaLucas,TaylorKitsch,ChaceCrawford,SebastianStan,TobyHemingway,KyleSchmid,WendyCrewson,StephenMcHattie,KennethWelsh,BasiaJasinski,ChristianBaril,LarryDay,StevenCrowder,RobertCrooks,RobBurns,JonathanDeveau,VitoDeFilippo,FrankFontaine",22,"[(7, 3, 12)]",20000000,,tt0475944,12.72212,97,Only the power of Hell can help them.
7367,1,1,['US'],1,1,11,1,0,9,"[(1, 4, 4)]","OdetteAnnable,GeorgeLopez,ZacharyGordon,EmieHudson,OliviaNewtonJohn,ChristineLakin,MadisonPettis,MiguelFerrer,PhillLewis",2,"[(1, 0, 1)]",0,,tt1482393,3.58087,93,The family just got bigger.
7368,3,3,['US'],1,1,83,3,2,16,"[(4, 4, 8)]","MichaelKeaton,TeriGarr,FredKoehler,TaliesinJaffe,CourtneyJaneWhite,MartinMull,AnnJillian,JeffreyTambor,ChristopherLloyd,TomLeopold,GrahamJarvis,CarolynSeymour,MichaelAlaimo,ValriBromfield,MichaelEnsign,EstelleOmens",9,"[(2, 1, 6)]",0,,tt0085970,10.693092,91,"When mom goes to work, dad goes berserk!"
7369,3,6,['US'],1,0,16,1,0,15,"[(4, 1, 10)]","NataliePortman,JoelEdgerton,EwanMcGregor,NoahEmmerich,BoydHolbrook,RodrigoSantoro,AlexManette,ToddStashwick,JamesBurnett,SamQuinn,RiverShields,ChadBrummett,BootsSoutherland,NashEdgerton,RobbJanov",16,"[(6, 1, 9)]",25000000,https://www.facebook.com/JaneGotAGunFilm/,tt2140037,8.826071,98,
7370,3,6,"['DE', 'GB', 'US', 'ZA']",4,0,08,1,5,56,"[(10, 15, 31)]","RhonaMitra,BobHoskins,MalcolmMcDowell,AlexanderSiddig,CraigConway,LeeAnneLiebenberg,AdrianLester,MyAnnaBuring,SeanPertwee,DarrenMorfitt,LeslieSimpson,ChrisRobson,AxelleCarolyn,CarynPeterson,AdeolaAriyo,EmmaCleasby,VernonWillemse,PaulHyett,KarlThaning,JasonCope,StephenHughes,RyanKruger,MartinBall,JeremyCrutchley,TomFairfoot,NoraJaneNoone,NathalieBoltt,RickWarden,CalMacaninch,EloiseCupido,LilyAnderson,CokeyFalkow,JohnCarson,HenieBosman,MartinCompston,AzAbrahams,SusanDanford,AlessiaRamazzotti,ShaamillaNoordien,NicholasPauling,RiazSolker,PorteusXandau,BenedictCarver,ChristineTomlinson,DanielRead,NathanWheatley,CecilCarter,TyrellKemlo,GarryGeorge,GeorgeBailey,DermotBrogan,AmyBarnes,DTeflon,KateLynnHocking,ChrisWilson",93,"[(75, 1, 17)]",30000000,,tt0483607,13.436536,108,Mankind has an expiration date.
7371,2,1,['NA'],0,1,99,4,4,5,"[(0, 1, 4)]","CasperVanDien,MichaelYork,CatherineOxenberg,MichaelIronside,JanT",15,"[(4, 0, 11)]",0,,tt0203408,1.789046,100,
7372,2,1,['US'],1,0,10,4,4,33,"[(2, 18, 13)]","Cher,ChristinaAguilera,EricDane,CamGigandet,JulianneHough,AlanCumming,PeterGallagher,KristenBell,StanleyTucci,DiannaAgron,GlynnTurman,DavidWalton,TerrenceJenkins,ChelseaTraille,TaneeMcCall,JaQuelKnight,AllisonKyler,TyneStecklein,PaulaVanOppen,IsabellaHofmann,JamesBrolin,StephenLee,DeniseFaye,BaldeepSingh,MichaelLandes,WendyBensonLandes,TishaFrench,KaterinaMikailenko,KatelynnTilley,GwenVanDam,CatherineNatale,JonathonTrent,BlairRedford",19,"[(9, 1, 9)]",55000000,http://www.burlesquethemovie.com/,tt1126591,9.276539,119,It takes a legend... to make a star
7373,3,3,"['FR', 'US', 'GB']",3,0,11,4,16,29,"[(9, 4, 16)]","BenKingsley,SachaBaronCohen,AsaButterfield,Chlo,RayWinstone,EmilyMortimer,ChristopherLee,HelenMcCrory,MichaelStuhlbarg,FrancesdelaTour,RichardGriffiths,JudeLaw,KevinEldon,GulliverMcGrath,AngusBarnett,EdmundKingsley,MaxWrottesley,MarcoAponte,ChristosLawton,BenAddis,LascoAtkins,GrahamCurry,EricHaldezos,HugoMalpeyre,GinoPicciano,MichaelPitt,MartinScorsese,BrianSelznick,EdSanders",77,"[(53, 6, 18)]",170000000,http://www.hugomovie.com/,tt0970179,14.046164,126,One of the most legendary directors of our time takes you on an extraordinary adventure.
7374,2,1,['US'],1,0,76,4,23,23,"[(8, 9, 6)]","SissySpacek,PiperLaurie,AmyIrving,WilliamKatt,BettyBuckley,NancyAllen,JohnTravolta,P,PriscillaPointer,SydneyLassick,StefanGierasch,MichaelTalbott,DougCox,HarryGold,NichelleNorth,CindyDaly,DeirdreBerthrong,AnsonDownes,RoryStevens,EdieMcClurg,CameronDePalma,MikeTowers,GlenVance",24,"[(11, 2, 11)]",1800000,,tt0074285,9.277692,98,If you’ve got a taste for terror... take Carrie to the prom.
7375,4,3,['US'],1,0,91,2,8,18,"[(1, 4, 13)]","SusanSarandon,GeenaDavis,HarveyKeitel,BradPitt,MichaelMadsen,ChristopherMcDonald,StephenTobolowsky,TimothyCarhart,LucindaJenney,JasonBeghe,SonnyCarlDavis,KenSwofford,CarolMansell,ShellyDesai,StephenPolk,RobRoyFitzgerald,JackLindine,NoelL",54,"[(33, 6, 15)]",16000000,,tt0103074,14.785388,130,Somebody said get a life... so they did
7376,3,1,['IT'],1,0,02,3,4,16,"[(14, 2, 0)]","ErnestoMahieux,ValerioFogliaManzillo,ElisabettaRocchetti,LinaBernardi,PietroBiondi,MarcellaGranito,GiuseppeArena,BernardinoTerracciano,VincenzoPuocci,ValentinoPuocci,AntonellaLori,AldoLeonardi,NadiaCarlomagno,RitaBrugnoli,LiviaRasetti,ROSARIOJ",10,"[(4, 0, 6)]",0,,tt0322725,1.40558,101,
7377,3,3,"['RS', 'US']",2,1,70,2,10,37,"[(13, 0, 24)]","ClintEastwood,TellySavalas,DonRickles,DonaldSutherland,GavinMacLeod,HalBuckley,StuartMargolin,JeffMorris,RichardDavalos,PerryLopez,TomTroupe,HarryDeanStanton,DickBalduzzi,GeneCollins,LenLesser,DavidHurst,FredPearlman,MichaelClark,GeorgeFargo,DeePollock,GeorgeSavalas,JohnG,ShepherdSanders,KarlOttoAlberty,RossElliott,HugodeVernier,PhilAdams,FrankJ,HarryGoines,DavidGross,SandyMcPeak,JamesMcHale,RobertMacNamara,ReadMorgan,TomSignorelli,DonaldWaugh",15,"[(4, 0, 11)]",4000000,,tt0065938,8.418662,144,They set out to rob a bank... and damn near won a war instead!
